"reef_number","reef_id","latitude","long","replicate_reef","reef_name","reef_zone","reef_area_ha","reef_visibility","image_date","image_year","enterer_initials","entered_date","distance_mainland_km","number_reef_nearest_1","zone_reef_nearest_1","area_reef_nearest_1","distance_reef_nearest_1","number_reef_nearest_2","zone_reef_nearest_2","area_reef_nearest_2","reef_nearest_2","number_reef_nearest_3","zone_reef_nearest_3","area_reef_nearest_3","reef_nearest_3","patch_id","replicate_patch","patch_zone_colour","patch_zone_name","patch_perimeter_m","patch_area_m2","patch_rugosity","halo_id","halo_perimeter_m","halo_area_m2","halo_rugosity","halo_width_1","halo_width_2","halo_width_3","halo_width_4","halo_width_5","notes","old_zone","zone_broad","zone_broad_pre2003","inital_reserve_estab_year","reserve_age","halo_width","halo_area","hw_pa","ha_pa","image_month","image_season","halo_area_excl_patch_area","log10_halo_area_excl_patch_area","log10_patch_area_m2","log10_halo_width_per_sqrt_patch_area","log10_halo_proportion_patch","log10_patch_perimeter_m","log10_halo_width","log10_hw_pa","abs_latitude","log_distance_mainland_km","zone_broad_adj","temp_sst","chl_log"
"12-027","R0126",12.4,143.504561,3,"Quoin Reef","HPZ",3116.39,"HP","18/07/10",2010,"AH","22/10/14",17.8,"12-027A","HPZ","14364.33",0,"12-027C","HPZ",3867.24,0,"12-024","HPZ",627.05,1.01,"P012603",3,"dark blue","HPZ",115.17,966.6,NA,"H012603",183.88,2484.36,NA,12.8,10.41,6.42,9.67,9.74,"","HPZ","fished","fished",NA,0,9.808,1517.76,0.0101469066832195,1.57020484171322,7,"winter",1517.76,3.18120310297178,2.98524679080286,-0.501042938227091,0.195956312168916,2.06133936683707,0.99158045717434,-1.99366633362852,12.4,1.27415784926368,"fished",300.129608154297,0.0226245869945832
"12-027","R0126",12.4,143.504561,3,"Quoin Reef","HPZ",3116.39,"HP","18/07/10",2010,"AH","22/10/14",17.8,"12-027A","HPZ","14364.33",0,"12-027C","HPZ",3867.24,0,"12-024","HPZ",627.05,1.01,"P012604",4,"dark blue","HPZ",50.94,197.17,NA,"H012604",102.52,806.81,NA,6.92,11.94,7.55,6.75,6.87,"","HPZ","fished","fished",NA,0,8.006,609.64,0.0406045544454024,3.09195110818076,7,"winter",609.64,2.78507345440989,2.29484083643889,-0.244004832450359,0.490232617971001,1.7070589406276,0.903415585769086,-1.3914252506698,12.4,1.27415784926368,"fished",300.129608154297,0.0226245869945832
"12-027","R0126",12.4,143.504561,3,"Quoin Reef","HPZ",3116.39,"HP","18/07/10",2010,"AH","22/10/14",17.8,"12-027A","HPZ","14364.33",0,"12-027C","HPZ",3867.24,0,"12-024","HPZ",627.05,1.01,"P012605",5,"dark blue","HPZ",87.41,584.57,NA,"H012605",159.91,1969.83,NA,13.65,12.28,10.36,8.53,12.15,"","HPZ","fished","fished",NA,0,11.394,1385.26,0.0194912499786168,2.36970764835691,7,"winter",1385.26,3.14153129395495,2.76683652369886,-0.326742046728767,0.374694770256091,1.94156112023607,1.05667621512066,-1.71016030857819,12.4,1.27415784926368,"fished",300.129608154297,0.0226245869945832
"12-027","R0126",12.4,143.504561,3,"Quoin Reef","HPZ",3116.39,"HP","18/07/10",2010,"AH","22/10/14",17.8,"12-027A","HPZ","14364.33",0,"12-027C","HPZ",3867.24,0,"12-024","HPZ",627.05,1.01,"P012606",6,"dark blue","HPZ",78.52,451.84,NA,"H012606",126.04,1220.87,NA,10,6.81,5,4.99,9.32,"","HPZ","fished","fished",NA,0,7.224,769.03,0.0159879603399433,1.70199628186969,7,"winter",769.03,2.88594328203852,2.65498467503569,-0.468714600212396,0.230958607002834,1.89498029092797,0.858777737305449,-1.79620693773024,12.4,1.27415784926368,"fished",300.129608154297,0.0226245869945832
"12-027","R0126",12.4,143.504561,3,"Quoin Reef","HPZ",3116.39,"HP","18/07/10",2010,"AH","22/10/14",17.8,"12-027A","HPZ","14364.33",0,"12-027C","HPZ",3867.24,0,"12-024","HPZ",627.05,1.01,"P012607",7,"dark blue","HPZ",91.47,555.97,NA,"H012607",158.8,1851.07,NA,8.11,7.95,7.42,10.16,11.85,"","HPZ","fished","fished",NA,0,9.098,1295.1,0.0163641923125348,2.32944223609188,7,"winter",1295.1,3.11230330337593,2.74505135779435,-0.413579746403237,0.367251945581583,1.96127867908504,0.958945932493936,-1.78610542530041,12.4,1.27415784926368,"fished",300.129608154297,0.0226245869945832
"12-027","R0126",12.4,143.504561,3,"Quoin Reef","HPZ",3116.39,"HP","18/07/10",2010,"AH","22/10/14",17.8,"12-027A","HPZ","14364.33",0,"12-027C","HPZ",3867.24,0,"12-024","HPZ",627.05,1.01,"P012608",8,"dark blue","HPZ",67.19,344.92,NA,"H012608",124.19,1201.94,NA,9.57,9.86,6.12,10.04,9.34,"","HPZ","fished","fished",NA,0,8.986,857.02,0.0260524179519889,2.48469210251653,7,"winter",857.02,2.93299095703205,2.5377183774286,-0.315292774457292,0.395272579603455,1.82730464108973,0.953566414257007,-1.58415196317159,12.4,1.27415784926368,"fished",300.129608154297,0.0226245869945832
"12-027","R0126",12.4,143.504561,3,"Quoin Reef","HPZ",3116.39,"HP","18/07/10",2010,"AH","22/10/14",17.8,"12-027A","HPZ","14364.33",0,"12-027C","HPZ",3867.24,0,"12-024","HPZ",627.05,1.01,"P012609",9,"dark blue","HPZ",235.24,3097.47,NA,"H012609",305.09,5700.08,NA,8.44,8.39,7.9,9.95,11.24,"","HPZ","fished","fished",NA,0,9.184,2602.61,0.00296500046812399,0.840237355002631,7,"winter",2602.61,3.41540909414163,3.49100710878578,-0.78247167933899,-0.0755980146441482,2.37151117073,0.963031875053898,-2.52797523373188,12.4,1.27415784926368,"fished",300.129608154297,0.0226245869945832
"12-027","R0126",12.4,143.504561,3,"Quoin Reef","HPZ",3116.39,"HP","18/07/10",2010,"AH","22/10/14",17.8,"12-027A","HPZ","14364.33",0,"12-027C","HPZ",3867.24,0,"12-024","HPZ",627.05,1.01,"P012610",10,"dark blue","HPZ",74.69,411.92,NA,"H012610",135.88,1405.13,NA,8.03,7.11,11.94,9.22,8.62,"","HPZ","fished","fished",NA,0,8.984,993.21,0.0218100602058652,2.41117207224704,7,"winter",993.21,2.99704108353955,2.61481287881918,-0.353936696156188,0.382228204720372,1.87326245943873,0.953469743253401,-1.66134313556578,12.4,1.27415784926368,"fished",300.129608154297,0.0226245869945832
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","16/07/09",2009,"AH","10/09/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012501",1,"dark blue","HPZ",127.43,552.07,NA,"H012501",193.45,2100.75,NA,9.63,9.22,7.46,6.9,10.59,"","HPZ","fished","fished",NA,0,8.76,1548.68,0.0158675530276958,2.80522397522053,7,"winter",1548.68,3.18996168981138,2.74199414781311,-0.428492967738476,0.447967541998271,2.10527168310679,0.942504106168081,-1.79949004164503,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","16/07/09",2009,"AH","10/09/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012502",2,"dark blue","HPZ",31.6,74.18,NA,"H012502",76.45,443.22,NA,5.67,6.61,6.12,8.69,5.84,"","HPZ","fished","fished",NA,0,6.586,369.04,0.088784038824481,4.97492585602588,7,"winter",369.04,2.56707344160021,1.87028682899259,-0.116521688120407,0.696786612607619,1.4996870826184,0.818621726375889,-1.0516651026167,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","16/07/09",2009,"AH","10/09/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012503",3,"dark blue","HPZ",121.79,1011.63,NA,"H012503",187.47,2541.15,NA,8.95,9.92,12.18,7.6,12.45,"","HPZ","fished","fished",NA,0,10.22,1529.52,0.0101025078338918,1.511936182201,7,"winter",1529.52,3.18455516019147,3.00502169991443,-0.49305995415852,0.179533460277043,2.08561163047165,1.00945089579869,-1.99557080411574,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","16/07/09",2009,"AH","10/09/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012504",4,"dark blue","HPZ",111.66,677.65,NA,"H012504",215.16,3237.42,NA,18.62,14.69,18.45,19.67,10.21,"","HPZ","fished","fished",NA,0,16.328,2559.77,0.0240950343097469,3.77742197299491,7,"winter",2559.77,3.4082009449141,2.83100544266352,-0.202569729623745,0.577195502250578,2.04789762351441,1.21293299170801,-1.6180724509555,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","16/07/09",2009,"AH","10/09/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012505",5,"dark blue","HPZ",41.11,108.98,NA,"H012505",104.05,812.88,NA,9.01,11.39,5.9,8.47,11.64,"","HPZ","fished","fished",NA,0,9.282,703.9,0.0851715911176363,6.45898329968802,7,"winter",703.9,2.84751096520325,2.03734680356809,-0.0510318377010338,0.810164161635158,1.61394747678035,0.967641564083011,-1.06970523948508,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","16/07/09",2009,"AH","10/09/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012506",6,"dark blue","HPZ",107.53,509.36,NA,"H012506",212.38,3187.24,NA,11.09,16.32,15.4,18.82,21.02,"","HPZ","fished","fished",NA,0,16.53,2677.88,0.0324524893984608,5.2573425475106,7,"winter",2677.88,3.4277911116956,2.70702483685579,-0.135239564856445,0.72076627483981,2.03152964580342,1.21827285357145,-1.48875198328434,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","16/07/09",2009,"AH","10/09/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012507",7,"dark blue","HPZ",120.14,962.79,NA,"H012507",208.27,3368.02,NA,14.16,17.49,13.77,13.13,8.18,"","HPZ","fished","fished",NA,0,13.346,2405.23,0.0138617974843943,2.49818755907311,7,"winter",2405.23,3.38115661208399,2.98353157083505,-0.366414664902774,0.397625041248938,2.07968762761134,1.12535112051475,-1.8581804503203,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","16/07/09",2009,"AH","10/09/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012508",8,"dark blue","HPZ",149.02,1390.12,NA,"H012508",225.45,3713.75,NA,11.97,14.02,10.49,10.91,17.65,"","HPZ","fished","fished",NA,0,13.008,2323.63,0.00935746554254309,1.67153195407591,7,"winter",2323.63,3.36616697494412,3.14305229168458,-0.457315617592297,0.223114683259544,2.17324455906157,1.11421052824999,-2.02884176343459,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","16/07/09",2009,"AH","10/09/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012509",9,"dark blue","HPZ",151.4,917.02,NA,"H012509",217.59,3336.73,NA,20.48,16.5,7.1,13.65,9.33,"","HPZ","fished","fished",NA,0,13.412,2419.71,0.014625635209701,2.63866655034787,7,"winter",2419.71,3.38376331930825,2.96237880763831,-0.353695859062371,0.421384511669946,2.18012587516405,1.12749354475678,-1.83488526288152,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","16/07/09",2009,"AH","10/09/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012510",10,"dark blue","HPZ",36.76,101.6,NA,"H012510",83.77,527.75,NA,9.49,4.76,3.92,9.51,7.81,"","HPZ","fished","fished",NA,0,7.098,426.15,0.0698622047244094,4.19438976377953,7,"winter",426.15,2.62956249277862,2.0068937079479,-0.152310858962376,0.622668784830717,1.56537550271407,0.851135995011574,-1.15575771293633,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","18/07/10",2010,"AH","22/10/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012501",1,"dark blue","HPZ",43.07,130.03,NA,"H012501",88.19,603.54,NA,10.1,8.02,4.37,6.64,8.17,"","HPZ","fished","fished",NA,0,7.46,473.51,0.0573713758363455,3.64154425901715,7,"winter",473.51,2.67532915524839,2.11404356254808,-0.18428295380137,0.561285592700316,1.6341748717626,0.872738827472669,-1.24130473507541,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","18/07/10",2010,"AH","22/10/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012502",2,"dark blue","HPZ",39.27,116.27,NA,"H012502",100.32,761.42,NA,10.41,9.13,5.14,9.14,10.53,"","HPZ","fished","fished",NA,0,8.87,645.15,0.0762879504601359,5.54872280037843,7,"winter",645.15,2.80966070160977,2.06546767246565,-0.0848102164010992,0.744193029144122,1.59406090127042,0.947923619831726,-1.11754405263392,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","18/07/10",2010,"AH","22/10/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012503",3,"dark blue","HPZ",61.86,286.07,NA,"H012503",122.73,1137.99,NA,9.76,9.59,5.59,9.61,9.75,"","HPZ","fished","fished",NA,0,8.86,851.92,0.0309714405565071,2.97801237459363,7,"winter",851.92,2.93039881402749,2.45647231597515,-0.280802436100522,0.473926498052344,1.79140991566716,0.947433721887051,-1.5090385940881,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","18/07/10",2010,"AH","22/10/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012504",4,"dark blue","HPZ",46.6,154.57,NA,"H012504",85.64,554.88,NA,5.91,4.68,5.36,6.64,6.48,"","HPZ","fished","fished",NA,0,5.814,400.31,0.0376140260076341,2.58982985055315,7,"winter",400.31,2.60239643919472,2.18912520692553,-0.330087576028355,0.413271232269194,1.66838591669,0.764475027434409,-1.42465017949112,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","18/07/10",2010,"AH","22/10/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012505",5,"dark blue","HPZ",87.52,549.7,NA,"H012505",160.28,1961.38,NA,13.14,11.02,11.94,12.27,11.61,"","HPZ","fished","fished",NA,0,11.996,1411.68,0.0218228124431508,2.56809168637439,7,"winter",1411.68,3.14973626188266,2.74012573696573,-0.291026411395376,0.409610524916926,1.94210730898936,1.07903645708749,-1.66108927987824,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","18/07/10",2010,"AH","22/10/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012506",6,"dark blue","HPZ",120.05,844,NA,"H012506",195.88,2853.48,NA,10.96,15.79,11.43,11.5,12.96,"","HPZ","fished","fished",NA,0,12.528,2009.48,0.0148436018957346,2.38090047393365,7,"winter",2009.48,3.30308368809319,2.92634244662566,-0.365289478598959,0.376741241467533,2.07936216439305,1.09788174471387,-1.82846070191179,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","18/07/10",2010,"AH","22/10/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012507",7,"dark blue","HPZ",113.12,862.04,NA,"H012507",207.49,3153.83,NA,14.6,10.54,8.16,12.96,25.29,"","HPZ","fished","fished",NA,0,14.31,2291.79,0.0166001577653009,2.65856572780845,7,"winter",2291.79,3.36017482009311,2.93552741823333,-0.31212407535689,0.424647401859772,2.05353939645282,1.15563963375978,-1.77988778447356,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","18/07/10",2010,"AH","22/10/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012508",8,"dark blue","HPZ",52.13,191.33,NA,"H012508",104.88,838.11,NA,7.75,10.2,7.01,8.2,7.99,"","HPZ","fished","fished",NA,0,8.23,646.78,0.0430146866670151,3.38044216798202,7,"winter",646.78,2.81075658200751,2.28178307150645,-0.225491700540954,0.52897351050106,1.71708772492702,0.91539983521227,-1.36638323629418,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","18/07/10",2010,"AH","22/10/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012509",9,"dark blue","HPZ",109.97,655.4,NA,"H012509",196.7,2939.81,NA,14.28,14.6,15.62,15.31,15.82,"","HPZ","fished","fished",NA,0,15.126,2284.41,0.0230790357033872,3.48552029295087,7,"winter",2284.41,3.35877405262008,2.81650643704636,-0.228529122463089,0.542267615573725,2.04127422505423,1.17972409606009,-1.63678234098627,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027A","R0125",12.4,143.367499,2,"Eel Reef","HPZ",14364.33,"HP","18/07/10",2010,"AH","22/10/14",9.73,"12-027","HPZ","3116.39",0,"12-024","HPZ",627.05,1.97,"12-016A","HPZ",26114.06,2.25,"P012510",10,"dark blue","HPZ",66.59,292.44,NA,"H012510",159.83,1801,NA,11.94,15.04,10.54,11.57,19.59,"","HPZ","fished","fished",NA,0,13.736,1508.56,0.0469703186978526,5.15852824511011,7,"winter",1508.56,3.17856258806136,2.46603677523235,-0.0951581054633144,0.712525812829014,1.82340901489254,1.13786028215286,-1.32817649307949,12.4,1.03059972196595,"fished",300.190521240234,0.425849026718437
"12-027C","R0127",12.4,143.535314,4,"Fison Reefs","HPZ",3867.24,"HP","18/07/10",2010,"AH","21/10/14",20.24,"12-027","HPZ","3116.39",0,"12-060","HPZ",2187.06,0.82,"12-024","HPZ",627.05,1.05,"P012701",1,"dark blue","HPZ",139.83,1264.02,NA,"H012701",241.25,4418.52,NA,10.64,18,21.75,21.7,11.98,"more halos but too continous to measure","HPZ","fished","fished",NA,0,16.814,3154.5,0.0133020047151153,2.49560924668913,7,"winter",3154.5,3.498930531742,3.10175394564013,-0.325205929738922,0.397176586101869,2.14560035765225,1.22567104308114,-1.87608290255899,12.4,1.32715451240943,"fished",300.129608154297,0.0226245869945832
"12-027C","R0127",12.4,143.535314,4,"Fison Reefs","HPZ",3867.24,"HP","18/07/10",2010,"AH","21/10/14",20.24,"12-027","HPZ","3116.39",0,"12-060","HPZ",2187.06,0.82,"12-024","HPZ",627.05,1.05,"P012702",2,"dark blue","HPZ",46.7,164.21,NA,"H012702",337.89,824.58,NA,9.37,10.15,10.07,8.43,6.99,"","HPZ","fished","fished",NA,0,9.002,660.37,0.0548200475001522,4.021496863772,7,"winter",660.37,2.81978733544116,2.21539960109389,-0.153360791944485,0.604387734347265,1.66931688056611,0.95433900860246,-1.26106059249143,12.4,1.32715451240943,"fished",300.129608154297,0.0226245869945832
"12-027C","R0127",12.4,143.535314,4,"Fison Reefs","HPZ",3867.24,"HP","18/07/10",2010,"AH","21/10/14",20.24,"12-027","HPZ","3116.39",0,"12-060","HPZ",2187.06,0.82,"12-024","HPZ",627.05,1.05,"P012703",3,"dark blue","HPZ",58.05,253.62,NA,"H012703",126.13,1216.44,NA,11.47,13.48,8.24,8.49,10.59,"","HPZ","fished","fished",NA,0,10.454,962.82,0.0412191467549878,3.79630943931867,7,"winter",962.82,2.98354510299832,2.40418349821266,-0.182809253344599,0.579361604785661,1.76380222407459,1.01928249576173,-1.38490100245093,12.4,1.32715451240943,"fished",300.129608154297,0.0226245869945832
"12-027C","R0127",12.4,143.535314,4,"Fison Reefs","HPZ",3867.24,"HP","18/07/10",2010,"AH","21/10/14",20.24,"12-027","HPZ","3116.39",0,"12-060","HPZ",2187.06,0.82,"12-024","HPZ",627.05,1.05,"P012704",4,"dark blue","HPZ",99.42,596.93,NA,"H012704",148.25,1498.14,NA,7.37,7.54,6.52,5.26,6.49,"","HPZ","fished","fished",NA,0,6.636,901.21,0.0111168813763758,1.5097415107299,7,"winter",901.21,2.95482600209388,2.77592340584268,-0.566055325569017,0.178902596251194,1.99747375880298,0.821906377352323,-1.95401702849036,12.4,1.32715451240943,"fished",300.129608154297,0.0226245869945832
"12-027C","R0127",12.4,143.535314,4,"Fison Reefs","HPZ",3867.24,"HP","18/07/10",2010,"AH","21/10/14",20.24,"12-027","HPZ","3116.39",0,"12-060","HPZ",2187.06,0.82,"12-024","HPZ",627.05,1.05,"P012705",5,"dark blue","HPZ",52.17,204.24,NA,"H012705",109.11,911.72,NA,9.56,10.63,7.34,6.8,10.02,"","HPZ","fished","fished",NA,0,8.87,707.48,0.0434292988640815,3.46396396396396,7,"winter",707.48,2.84971416714699,2.31014080179619,-0.207146781066371,0.539573365350792,1.71742083672237,0.947923619831726,-1.36221718196447,12.4,1.32715451240943,"fished",300.129608154297,0.0226245869945832
"12-027C","R0127",12.4,143.535314,4,"Fison Reefs","HPZ",3867.24,"HP","18/07/10",2010,"AH","21/10/14",20.24,"12-027","HPZ","3116.39",0,"12-060","HPZ",2187.06,0.82,"12-024","HPZ",627.05,1.05,"P012706",6,"dark blue","HPZ",24.11,43.09,NA,"H012706",71.41,367.29,NA,4.88,6.05,4.9,8.06,10.91,"","HPZ","fished","fished",NA,0,6.96,324.2,0.161522394987236,7.52378742167556,7,"winter",324.2,2.5108130105125,1.63437649408837,0.0254209925663783,0.876436516424128,1.38219721037745,0.842609239610562,-0.791767254477806,12.4,1.32715451240943,"fished",300.129608154297,0.0226245869945832
"12-027C","R0127",12.4,143.535314,4,"Fison Reefs","HPZ",3867.24,"HP","18/07/10",2010,"AH","21/10/14",20.24,"12-027","HPZ","3116.39",0,"12-060","HPZ",2187.06,0.82,"12-024","HPZ",627.05,1.05,"P012707",7,"dark blue","HPZ",75.81,438.54,NA,"H012707",126.87,1226.89,NA,8.04,9.6,6.81,7.93,5.93,"","HPZ","fished","fished",NA,0,7.662,788.35,0.0174716103434122,1.79766953983673,7,"winter",788.35,2.89671907195863,2.64200921226762,-0.436662458486749,0.254709859691015,1.87972649663958,0.884342147647059,-1.75766706462056,12.4,1.32715451240943,"fished",300.129608154297,0.0226245869945832
"12-027C","R0127",12.4,143.535314,4,"Fison Reefs","HPZ",3867.24,"HP","18/07/10",2010,"AH","21/10/14",20.24,"12-027","HPZ","3116.39",0,"12-060","HPZ",2187.06,0.82,"12-024","HPZ",627.05,1.05,"P012708",8,"dark blue","HPZ",55.73,233.39,NA,"H012708",120.25,1110.63,NA,7.7,11.36,9.53,8.69,10.62,"","HPZ","fished","fished",NA,0,9.58,877.24,0.0410471742576803,3.75868717597155,7,"winter",877.24,2.94311842622392,2.36808224400645,-0.202675612924678,0.575036182217479,1.7460890430562,0.981365509078544,-1.3867167349279,12.4,1.32715451240943,"fished",300.129608154297,0.0226245869945832
"12-030","R0113",12,143.639039,3,"U/N Reef","HPZ",85605.02,"HP","10/05/12",2012,"AH","18/09/14",18.22,"11-184C","MNPZ","19485.84",1.1,"12-003A","HPZ",40203.66,0.61,"11-184B","MNPZ",115.39,2.5,"P011301",1,"dark blue","HPZ",70.9,365.16,NA,"H011301",114.65,1016.76,NA,6.87,5.06,6.91,10.13,5.27,"","HPZ","fished","fished",NA,0,6.848,651.6,0.0187534231569723,1.78442326651331,5,"autumn",651.6,2.81398107563647,2.56248319840579,-0.445677847533799,0.25149787723068,1.85064623518307,0.835563751669097,-1.72691944673669,12,1.28375338333253,"fished",300.192230224609,-0.521112923014816
"12-030","R0113",12,143.639039,3,"U/N Reef","HPZ",85605.02,"HP","10/05/12",2012,"AH","18/09/14",18.22,"11-184C","MNPZ","19485.84",1.1,"12-003A","HPZ",40203.66,0.61,"11-184B","MNPZ",115.39,2.5,"P011302",2,"dark blue","HPZ",57.92,251.96,NA,"H011302",88.94,612.05,NA,3.94,4.96,7.78,5.51,2.54,"","HPZ","fished","fished",NA,0,4.946,360.09,0.0196301000158755,1.42915542149548,5,"autumn",360.09,2.55641106081832,2.40133159967783,-0.506411687813639,0.155079461140487,1.76282855318909,0.694254112025278,-1.70707748765256,12,1.28375338333253,"fished",300.192230224609,-0.521112923014816
"12-030","R0113",12,143.639039,3,"U/N Reef","HPZ",85605.02,"HP","10/05/12",2012,"AH","18/09/14",18.22,"11-184C","MNPZ","19485.84",1.1,"12-003A","HPZ",40203.66,0.61,"11-184B","MNPZ",115.39,2.5,"P011303",3,"dark blue","HPZ",112.94,548.16,NA,"H011303",148.73,1299.58,NA,8.21,6.42,8.4,8.08,6.18,"","HPZ","fished","fished",NA,0,7.458,751.42,0.0136055166374781,1.37080414477525,5,"autumn",751.42,2.87588275018178,2.73890734128542,-0.49683129161742,0.13697540889636,2.05284778340086,0.872622379025288,-1.86628496226013,12,1.28375338333253,"fished",300.192230224609,-0.521112923014816
"12-030","R0113",12,143.639039,3,"U/N Reef","HPZ",85605.02,"HP","10/05/12",2012,"AH","18/09/14",18.22,"11-184C","MNPZ","19485.84",1.1,"12-003A","HPZ",40203.66,0.61,"11-184B","MNPZ",115.39,2.5,"P011304",4,"dark blue","HPZ",164.45,1982.32,NA,"H011304",227.47,3899.04,NA,9.5,12.81,14.12,7.26,10.4,"","HPZ","fished","fished",NA,0,10.818,1916.72,0.00545724201945195,0.96690746196376,5,"autumn",1916.72,3.28255867451785,3.2971737626702,-0.614439904229054,-0.0146150881523446,2.21603387781867,1.03414697710605,-2.26302678556415,12,1.28375338333253,"fished",300.192230224609,-0.521112923014816
